source,key/id,uk,es,fr,de,note
dict,"Біг, скакалка, HIIT — на час","Біг, скакалка, HIIT — на час","Correr, comba, HIIT — cronometrado","Course, corde, HIIT — chronométré","Laufen, Seil, HIIT — auf Zeit",
dict,Більше енергії та ясності,Більше енергії та ясності,Más energía y claridad,Plus d'énergie et de clarté,Mehr Energie und Klarheit,
dict,"Бінаурал, Solfeggio, своя музика","Бінаурал, Solfeggio, своя музика","Binaural, Solfeggio, tu propia música","Binaural, Solfeggio, ta propre musique","Binaural, Solfeggio, eigene Musik",
dict,"Бінаурал-ритм — слухай у навушниках, інакше ефекту не буде.","Бінаурал-ритм — слухай у навушниках, інакше ефекту не буде.","Ritmo binaural: escucha con auriculares, si no, no hay efecto.","Rythme binaural : écoute au casque, sinon aucun effet.","Binauraler Beat — mit Kopfhörern hören, sonst keine Wirkung.",
dict,"Бінаурал-ритми мають попередню наукову підтримку, ефект індивідуальний. Потрібні навушники.","Бінаурал-ритми мають попередню наукову підтримку, ефект індивідуальний. Потрібні навушники.",Los ritmos binaurales tienen apoyo científico preliminar; el efecto es individual. Se necesitan auriculares.,Les rythmes binauraux ont un appui scientifique préliminaire ; l'effet est individuel. Un casque est nécessaire.,"Binaurale Beats haben vorläufige wissenschaftliche Unterstützung, die Wirkung ist individuell. Kopfhörer nötig.",
dict,"Бінаурал-ритми: у вуха йдуть трохи різні частоти, мозок чує «биття» їхньої різниці. Це єдина категорія тут із попередньою науковою базою. Слухай лише в навушниках.","Бінаурал-ритми: у вуха йдуть трохи різні частоти, мозок чує «биття» їхньої різниці. Це єдина категорія тут із попередньою науковою базою. Слухай лише в навушниках.","Ritmos binaurales: a cada oído llegan frecuencias algo distintas y el cerebro oye el ""batido"" de su diferencia. Es la única categoría aquí con base científica preliminar. Escucha solo con auriculares.",Rythmes binauraux : chaque oreille reçoit des fréquences un peu différentes et le cerveau entend le « battement » de leur différence. C'est la seule catégorie ici avec une base scientifique préliminaire. Écoute uniquement au casque.,"Binaurale Beats: In die Ohren gehen leicht unterschiedliche Frequenzen, das Gehirn hört den „Schlag“ ihrer Differenz. Das ist hier die einzige Kategorie mit vorläufiger wissenschaftlicher Basis. Höre nur mit Kopfhörern.",
dict,Бінаурали мають лише попередню базу; «Solfeggio» і 432 Гц — традиція без доказів.,Бінаурали мають лише попередню базу; «Solfeggio» і 432 Гц — традиція без доказів.,"Los binaurales solo tienen una base preliminar; ""Solfeggio"" y 432 Hz son tradición sin pruebas.",Les binauraux n'ont qu'une base préliminaire ; « Solfeggio » et 432 Hz sont une tradition sans preuves.,Binaurals haben nur eine vorläufige Basis; „Solfeggio“ und 432 Hz sind Tradition ohne Belege.,
dict,"Бінаурали — попередні, неоднозначні дані","Бінаурали — попередні, неоднозначні дані",Binaurales — datos preliminares y dispares,Binauraux — données préliminaires et mitigées,"Binaurals — vorläufige, uneindeutige Daten",
dict,Бінауральні,Бінауральні,Binaurales,Binauraux,Binaural,
dict,"Бінауральні ритми (трохи різні частоти в кожне вухо) досліджують для розслаблення й уваги, але докази поки слабкі й суперечливі.","Бінауральні ритми (трохи різні частоти в кожне вухо) досліджують для розслаблення й уваги, але докази поки слабкі й суперечливі.","Los ritmos binaurales (frecuencias algo distintas en cada oído) se estudian para la relajación y la atención, pero las pruebas son aún débiles y contradictorias.","Les rythmes binauraux (fréquences un peu différentes dans chaque oreille) sont étudiés pour la relaxation et l'attention, mais les preuves restent faibles et contradictoires.","Binaurale Beats (leicht unterschiedliche Frequenzen je Ohr) werden für Entspannung und Aufmerksamkeit untersucht, doch die Belege sind bislang schwach und widersprüchlich.",
dict,Бічна планка,Бічна планка,Plancha lateral,Planche latérale,Seitlicher Plank,
dict,В. Хоф · breath,В. Хоф · breath,W. Hof · breath,W. Hof · breath,W. Hof · breath,
dict,"Вага, кг","Вага, кг","Peso, kg","Poids, kg","Gewicht, kg",
dict,Вагус вмикає спокій і відновлення,Вагус вмикає спокій і відновлення,El vago enciende la calma y la recuperación,Le vague enclenche le calme et la récupération,Der Vagus schaltet Ruhe und Erholung ein,
dict,Вагус керує режимом «відпочинок і відновлення».,Вагус керує режимом «відпочинок і відновлення».,"El vago dirige el modo ""descanso y recuperación"".",Le vague pilote le mode « repos et récupération ».,Der Vagus steuert den Modus „Ruhe und Erholung“.,
dict,Важкість ніг,Важкість ніг,Pesadez de las piernas,Lourdeur des jambes,Schwere der Beine,
dict,Важкість рук,Важкість рук,Pesadez de los brazos,Lourdeur des bras,Schwere der Arme,
dict,Варіабельність серцевого ритму показує гнучкість між напругою і спокоєм.,Варіабельність серцевого ритму показує гнучкість між напругою і спокоєм.,La variabilidad de la frecuencia cardíaca muestra la flexibilidad entre tensión y calma.,La variabilité de la fréquence cardiaque montre la souplesse entre tension et calme.,Die Herzratenvariabilität zeigt die Flexibilität zwischen Anspannung und Ruhe.,
dict,Введи назву,Введи назву,Introduce un nombre,Saisis un nom,Gib einen Namen ein,
dict,Введи новий пароль для свого акаунта.,Введи новий пароль для свого акаунта.,Introduce una nueva contraseña para tu cuenta.,Saisis un nouveau mot de passe pour ton compte.,Gib ein neues Passwort für dein Konto ein.,
